gene_name	chr	start	stop	timing	cancerType
GJA3	chr13	20712395	20735183	earlier	LUAD
GJB2	chr13	20761604	20767114	earlier	LUAD
GJB6	chr13	20796101	20806534	earlier	LUAD
MIR4499	chr13	21007917	21007985	earlier	LUAD
IFT88	chr13	21141208	21265576	early	LUAD
IL17D	chr13	21277482	21297237	early	LUAD
EEF1AKMT1	chr13	21303073	21348095	early	LUAD
XPO4	chr13	21351468	21476913	early	LUAD
LATS2	chr13	21547176	21635722	early	LUAD
ZDHHC20	chr13	21946710	22033508	early	LUAD
MICU2	chr13	22066828	22178355	late	LUAD
FGF9	chr13	22245215	22278640	late	LUAD
SGCG	chr13	23755060	23899304	late	LUAD
MIPEP	chr13	24304328	24463587	late	LUAD
PCOTH	chr13	24463028	24466242	late	LUAD
C1QTNF9B	chr13	24465238	24471641	late	LUAD
ANKRD20A19P	chr13	24481423	24523454	late	LUAD
SPATA13	chr13	24553839	24896669	late	LUAD
ATP12A	chr13	25254549	25285923	late	LUAD
RNF17	chr13	25338301	25454058	late	LUAD
PABPC3	chr13	25670276	25672704	late	LUAD
NUP58	chr13	25875666	25916561	earlier	LUAD
ATP8A2	chr13	25946209	26595420	late	LUAD
SHISA2	chr13	26618735	26625198	late	LUAD
RNF6	chr13	26706253	26796508	late	LUAD
CDK8	chr13	26828756	26978569	late	LUAD
WASF3	chr13	27131840	27263082	late	LUAD
GPR12	chr13	27329339	27334922	late	LUAD
USP12	chr13	27640287	27746033	early	LUAD
RPL21	chr13	27825692	27830702	early	LUAD
RASL11A	chr13	27844464	27847827	early	LUAD
GTF3A	chr13	27998681	28009846	early	LUAD
MTIF3	chr13	28009776	28024739	early	LUAD
LNX2	chr13	28120050	28195244	late	LUAD
POLR1D	chr13	28194880	28241559	late	LUAD
GSX1	chr13	28366780	28368089	late	LUAD
PDX1	chr13	28494168	28500451	late	LUAD
ATP5F1EP2	chr13	28519343	28519710	late	LUAD
CDX2	chr13	28536205	28543505	late	LUAD
URAD	chr13	28552243	28562774	late	LUAD
FLT3	chr13	28577411	28674729	late	LUAD
PAN3-AS1	chr13	28710980	28713311	late	LUAD
PAN3	chr13	28712643	28869475	late	LUAD
FLT1	chr13	28874483	29069265	late	LUAD
POMP	chr13	29233141	29253093	late	LUAD
SLC46A3	chr13	29274218	29293150	late	LUAD
MTUS2	chr13	29598748	30080084	late	LUAD
MTUS2-AS1	chr13	30050652	30061887	late	LUAD
SLC7A1	chr13	30083551	30169825	late	LUAD
UBL3	chr13	30338545	30424820	late	LUAD
LINC00297	chr13	30446750	30462542	early	LUAD
LINC00544	chr13	30510668	30524625	early	LUAD
KATNAL1	chr13	30776767	30881624	early	LUAD
LINC00426	chr13	30914407	30948036	early	LUAD
HMGB1	chr13	31032879	31191510	early	LUAD
USPL1	chr13	31191830	31233686	early	LUAD
ALOX5AP	chr13	31287615	31338565	early	LUAD
LINC00398	chr13	31377343	31384782	early	LUAD
B3GLCT	chr13	31774112	31906411	early	LUAD
EEF1DP3	chr13	32420920	32533721	late	LUAD
FRY	chr13	32605437	32870776	late	LUAD
ZAR1L	chr13	32877908	32886091	late	LUAD
BRCA2	chr13	32889617	32973809	late	LUAD
N4BP2L1	chr13	32974860	33002315	late	LUAD
N4BP2L2	chr13	33006930	33112936	early	LUAD
MICOS10P1	chr13	33070351	33072629	late	LUAD
N4BP2L2-IT2	chr13	33078643	33083532	late	LUAD
KL	chr13	33590201	33640282	late	LUAD
STARD13	chr13	33677272	34250932	late	LUAD
STARD13-AS	chr13	33851691	33855471	early	LUAD
LINC00457	chr13	35009591	35214822	late	LUAD
NBEA	chr13	35516424	36246874	late	LUAD
MIR548F5	chr13	36047926	36515382	late	LUAD
DCLK1	chr13	36342789	36705514	late	LUAD
SPART	chr13	36875775	36944317	earlier	LUAD
SPART-AS1	chr13	36920568	36943872	earlier	LUAD
CCNA1	chr13	37005657	37017019	earlier	LUAD
SERTM1	chr13	37248049	37271975	late	LUAD
RFXAP	chr13	37393339	37403740	late	LUAD
SMAD9	chr13	37418968	37494409	late	LUAD
ALG5	chr13	37523908	37573504	late	LUAD
EXOSC8	chr13	37574678	37583751	late	LUAD
SUPT20H	chr13	37583451	37633850	late	LUAD
CSNK1A1L	chr13	37677397	37679801	late	LUAD
LINC00547	chr13	38109077	38125673	late	LUAD
POSTN	chr13	38136719	38183563	late	LUAD
TRPC4	chr13	38210773	38443939	late	LUAD
LINC00571	chr13	38624954	38717369	late	LUAD
UFM1	chr13	38923942	38937143	late	LUAD
LINC00366	chr13	39141861	39153653	late	LUAD
FREM2	chr13	39261173	39461267	late	LUAD
STOML3	chr13	39540062	39564996	late	LUAD
PROSER1	chr13	39584002	39612213	late	LUAD
NHLRC3	chr13	39612448	39624244	late	LUAD
LHFPL6	chr13	39917029	40177356	late	LUAD
COG6	chr13	40229764	40365802	late	LUAD
LINC00332	chr13	40755946	40763167	late	LUAD
LINC00548	chr13	40768646	40794639	late	LUAD
LINC00598	chr13	40921271	41055143	late	LUAD
FOXO1	chr13	41048131	41240734	late	LUAD
MRPS31	chr13	41303432	41345347	late	LUAD
SLC25A15	chr13	41363547	41386596	late	LUAD
KBTBD7	chr13	41765711	41768702	early	LUAD
MTRF1	chr13	41790516	41837742	early	LUAD
OR7E37P	chr13	42016700	42017902	earlier	LUAD
VWA8	chr13	42140961	42535221	early	LUAD
VWA8-AS1	chr13	42535305	42555701	early	LUAD
DGKH	chr13	42614172	42830716	early	LUAD
AKAP11	chr13	42846289	42897403	early	LUAD
NRAD1	chr13	44596471	44604599	early	LUAD
SMIM2-IT1	chr13	44720606	44732358	early	LUAD
SERP2	chr13	44947978	44971850	early	LUAD
TSC22D1	chr13	45006279	45150701	early	LUAD
TSC22D1-AS1	chr13	45150032	45154568	early	LUAD
LINC00330	chr13	45373640	45383766	early	LUAD
NUFIP1	chr13	45513384	45563613	early	LUAD
GPALPP1	chr13	45563687	45607743	early	LUAD
GTF2F2	chr13	45694631	45858239	early	LUAD
KCTD4	chr13	45766988	45775175	early	LUAD
TPT1	chr13	45911304	45915297	early	LUAD
TPT1-AS1	chr13	45915480	45965618	early	LUAD
SLC25A30	chr13	45967454	45992516	early	LUAD
COG3	chr13	46039030	46110833	early	LUAD
ERICH6B	chr13	46115432	46189874	early	LUAD
CBY2	chr13	46276446	46288693	late	LUAD
SIAH3	chr13	46354416	46425846	late	LUAD
ZC3H13	chr13	46529805	46626894	late	LUAD
LINC00563	chr13	46870580	46871979	late	LUAD
HTR2A	chr13	47405677	47471211	late	LUAD
SUCLA2	chr13	48516791	48612125	late	LUAD
NUDT15	chr13	48611703	48621282	late	LUAD
MED4	chr13	48649864	48669277	late	LUAD
MED4-AS1	chr13	48651273	48654129	late	LUAD
ITM2B	chr13	48807274	48836232	late	LUAD
RB1-DT	chr13	48870649	48877797	late	LUAD
RB1	chr13	48877883	49056026	late	LUAD
LPAR6	chr13	48963707	49018840	late	LUAD
FNDC3A	chr13	49550048	49783915	late	LUAD
CAB39L	chr13	49882786	50018221	early	LUAD
SETDB2	chr13	50018429	50069139	early	LUAD
PHF11	chr13	50069801	50103117	early	LUAD
RCBTB1	chr13	50106082	50159719	early	LUAD
ARL11	chr13	50202435	50208008	early	LUAD
EBPL	chr13	50234810	50265623	early	LUAD
KPNA3	chr13	50273443	50367057	early	LUAD
CTAGE10P	chr13	50464545	50467516	early	LUAD
SPRYD7	chr13	50486842	50510625	early	LUAD
DLEU2	chr13	50556688	50699677	early	LUAD
TRIM13	chr13	50571143	50592603	early	LUAD
KCNRG	chr13	50589390	50595058	early	LUAD
DLEU1	chr13	50656414	51102670	early	LUAD
ST13P4	chr13	50746154	50747751	early	LUAD
DLEU7	chr13	51286759	51417885	late	LUAD
DLEU7-AS1	chr13	51381991	51424041	earlier	LUAD
RNASEH2B-AS1	chr13	51456515	51484848	earlier	LUAD
RNASEH2B	chr13	51483814	51544596	earlier	LUAD
GUCY1B2	chr13	51568647	51654998	earlier	LUAD
C13orf42	chr13	51658151	51746524	earlier	LUAD
FAM124A	chr13	51796470	51858377	earlier	LUAD
SERPINE3	chr13	51915168	51938418	earlier	LUAD
MIR5693	chr13	51922703	51922775	earlier	LUAD
INTS6	chr13	51935701	52027275	earlier	LUAD
MIR4703	chr13	52126725	52126803	earlier	LUAD
WDFY2	chr13	52158484	52336171	earlier	LUAD
TMEM272	chr13	52387483	52419286	late	LUAD
CCDC70	chr13	52436117	52440372	late	LUAD
ATP7B	chr13	52506806	52585630	late	LUAD
ALG11	chr13	52586523	52591849	late	LUAD
UTP14C	chr13	52586523	52607736	late	LUAD
NEK5	chr13	52638900	52703214	early	LUAD
VPS36	chr13	52986737	53024763	later	LUAD
CKAP2	chr13	53029495	53050763	later	LUAD
CNMD	chr13	53277400	53313947	late	LUAD
MIR759	chr13	53384185	53384275	late	LUAD
PCDH8	chr13	53418109	53422775	late	LUAD
OLFM4	chr13	53602876	53626196	late	LUAD
PCDH17	chr13	58205789	58303065	late	LUAD
DIAPH3	chr13	60239721	60738119	late	LUAD
DIAPH3-AS1	chr13	60586885	60618490	late	LUAD
DIAPH3-AS2	chr13	60718832	60727639	late	LUAD
TDRD3	chr13	60970591	61148013	late	LUAD
PCDH20	chr13	61983819	62002079	late	LUAD
OR7E156P	chr13	64311568	64316701	late	LUAD
PCDH9	chr13	66876966	67804468	late	LUAD
PCDH9-AS2	chr13	67399301	67489163	late	LUAD
LINC00550	chr13	69435417	69459457	late	LUAD
KLHL1	chr13	70274725	70682625	late	LUAD
ATXN8OS	chr13	70681345	70713885	late	LUAD
LINC00348	chr13	71589273	71742549	late	LUAD
DACH1	chr13	72012098	72441330	late	LUAD
MZT1	chr13	73282495	73301938	late	LUAD
BORA	chr13	73302042	73330328	late	LUAD
DIS3	chr13	73329540	73356344	earlier	LUAD
PIBF1	chr13	73356230	73590591	earlier	LUAD
KLF5	chr13	73629114	73651676	earlier	LUAD
KLF12	chr13	74260149	74708394	late	LUAD
LINC00381	chr13	74993310	75009296	late	LUAD
LINC00347	chr13	75126980	75131257	late	LUAD
LMO7	chr13	76194570	76434006	early	LUAD
LMO7DN	chr13	76445174	76457948	late	LUAD
KCTD12	chr13	77454304	77460540	late	LUAD
BTF3P11	chr13	77502585	77503224	late	LUAD
ACOD1	chr13	77522694	77532776	late	LUAD
CLN5	chr13	77566059	77576652	late	LUAD
FBXL3	chr13	77579389	77601331	late	LUAD
MYCBP2-AS1	chr13	77649649	77661911	late	LUAD
SCEL	chr13	78109809	78219398	earlier	LUAD
SLAIN1	chr13	78271989	78338377	earlier	LUAD
MIR3665	chr13	78272147	78272251	earlier	LUAD
OBI1-AS1	chr13	78493824	79191460	late	LUAD
LINC00446	chr13	78587018	78627730	late	LUAD
POU4F1	chr13	79173230	79177695	late	LUAD
OBI1	chr13	79188421	79234700	late	LUAD
LINC00331	chr13	79361454	79414185	late	LUAD
SPRY2	chr13	80910112	80915086	late	LUAD
SLITRK1	chr13	84451343	84456528	late	LUAD
LINC00333	chr13	84714737	85180903	late	LUAD
LINC00351	chr13	85937738	86118797	late	LUAD
SLITRK6	chr13	86366922	86373483	late	LUAD
MIR4500HG	chr13	88096242	88323218	late	LUAD
SLITRK5	chr13	88324870	88331870	late	LUAD
LINC00433	chr13	89193084	89197764	late	LUAD
LINC00353	chr13	90201048	90216667	late	LUAD
LINC00559	chr13	90712501	90771971	late	LUAD
LINC00410	chr13	91543208	91578851	late	LUAD
LINC00379	chr13	91779867	91863952	late	LUAD
MIR17HG	chr13	92000074	92006829	late	LUAD
MIR19B1	chr13	92002859	92003645	late	LUAD
GPC5	chr13	92050935	93519487	late	LUAD
GPC5-AS1	chr13	93353642	93373867	late	LUAD
GPC6	chr13	93879078	95060273	late	LUAD
GPC6-AS2	chr13	94470677	94510726	late	LUAD
DCT	chr13	95091841	95131936	late	LUAD
TGDS	chr13	95226308	95248511	late	LUAD
GPR180	chr13	95254104	95286899	late	LUAD
SOX21	chr13	95361879	95364389	earlier	LUAD
UGGT2	chr13	96453836	96705736	late	LUAD
HS6ST3	chr13	96743093	97491816	late	LUAD
LINC00359	chr13	97593535	97636426	early	LUAD
OXGR1	chr13	97637973	97646604	early	LUAD
MBNL2	chr13	97794090	98046374	early	LUAD
RAP2A	chr13	98086475	98120252	early	LUAD
IPO5	chr13	98605929	98676550	earlier	LUAD
FARP1	chr13	98794816	99102023	earlier	LUAD
RNF113B	chr13	98828039	98829521	earlier	LUAD
MIR3170	chr13	98860778	98860854	earlier	LUAD
UBAC2-AS1	chr13	99848628	99853011	early	LUAD
UBAC2	chr13	99852679	100038753	early	LUAD
MIR548AN	chr13	99868262	100058554	early	LUAD
GPR18	chr13	99906967	99910840	early	LUAD
GPR183	chr13	99946789	99959749	early	LUAD
FKSG29	chr13	100003674	100004281	early	LUAD
CLYBL	chr13	100258919	100549388	earlier	LUAD
MIR4306	chr13	100295313	100295403	earlier	LUAD
ZIC5	chr13	100615275	100624178	earlier	LUAD
ZIC2	chr13	100634026	100639019	earlier	LUAD
PCCA-AS1	chr13	101116691	101133269	late	LUAD
TMTC4	chr13	101256090	101327103	earlier	LUAD
FGF14	chr13	102373205	103054124	late	LUAD
MIR2681	chr13	102619992	102620096	late	LUAD
FGF14-IT1	chr13	102944670	103046869	late	LUAD
FGF14-AS2	chr13	103046928	103048055	late	LUAD
TPP2	chr13	103249286	103331523	late	LUAD
METTL21C	chr13	103338097	103346871	late	LUAD
CCDC168	chr13	103381717	103411422	late	LUAD
TEX30	chr13	103418463	103426149	late	LUAD
POGLUT2	chr13	103436631	103451404	late	LUAD
BIVM	chr13	103451399	103493888	late	LUAD
BIVM-ERCC5	chr13	103459496	103528351	late	LUAD
ERCC5	chr13	103498191	103528351	late	LUAD
METTL21EP	chr13	103532449	103548383	late	LUAD
SLC10A2	chr13	103696348	103719196	late	LUAD
DAOA-AS1	chr13	106111406	106158030	late	LUAD
DAOA	chr13	106118216	106143383	late	LUAD
LINC00343	chr13	106359218	106414143	late	LUAD
LINC00460	chr13	107028911	107030142	earlier	LUAD
EFNB2	chr13	107142079	107187388	earlier	LUAD
ARGLU1	chr13	107195662	107220514	earlier	LUAD
LINC00443	chr13	107306228	107324528	late	LUAD
FAM155A	chr13	107820879	108519460	late	LUAD
LIG4	chr13	108859792	108870716	late	LUAD
ABHD13	chr13	108870763	108886603	late	LUAD
TNFSF13B	chr13	108921977	108960832	late	LUAD
MYO16	chr13	109248500	109860355	late	LUAD
COL4A1	chr13	110801310	110959496	early	LUAD
COL4A2	chr13	110959631	111165373	early	LUAD
ING1	chr13	111364970	111373421	early	LUAD
LINC00346	chr13	111516334	111522655	early	LUAD
ANKRD10	chr13	111530887	111567416	early	LUAD
ARHGEF7	chr13	111767624	111958081	late	LUAD
TEX29	chr13	111973015	111996594	late	LUAD
SOX1	chr13	112721913	112726020	late	LUAD
SPACA7	chr13	113030651	113089009	late	LUAD
ATP11AUN	chr13	113301358	113338811	early	LUAD
MCF2L-AS1	chr13	113621798	113622952	earlier	LUAD
MCF2L	chr13	113622814	113754053	earlier	LUAD
F7	chr13	113760102	113774995	earlier	LUAD
LAMP1	chr13	113951469	113977741	early	LUAD
GRTP1	chr13	113978505	114018463	early	LUAD
ADPRHL1	chr13	114076260	114107839	early	LUAD
DCUN1D2	chr13	114110134	114145023	early	LUAD
TMCO3	chr13	114145308	114204544	early	LUAD
CDC16	chr13	115000362	115038150	early	LUAD
UPF3A	chr13	115047059	115071291	early	LUAD
CHAMP1	chr13	115079965	115092803	early	LUAD
LINC02297	chr14	19407015	19410111	late	LUAD
POTEG	chr14	19553365	19584942	late	LUAD
BMS1P17	chr14	19670792	19681016	late	LUAD
POTEM	chr14	19983954	20020272	late	LUAD
OR4Q3	chr14	20215587	20216528	late	LUAD
OR4N2	chr14	20295608	20296531	late	LUAD
OR4K2	chr14	20344427	20345371	late	LUAD
OR4K5	chr14	20388766	20389737	late	LUAD
OR4K1	chr14	20403767	20404842	late	LUAD
OR4K15	chr14	20443678	20444724	late	LUAD
OR4K14	chr14	20482420	20483352	late	LUAD
OR4K13	chr14	20502003	20502917	late	LUAD
OR4L1	chr14	20528204	20529142	late	LUAD
OR4K17	chr14	20585566	20586597	late	LUAD
OR4N5	chr14	20611895	20612821	late	LUAD
OR11G2	chr14	20665495	20666532	late	LUAD
OR11H6	chr14	20691869	20692861	late	LUAD
OR11H4	chr14	20710951	20711925	early	LUAD
TTC5	chr14	20757301	20774153	early	LUAD
CCNB1IP1	chr14	20779527	20801471	early	LUAD
RPPH1	chr14	20811230	20811570	early	LUAD
PARP2	chr14	20811773	20826063	early	LUAD
TEP1	chr14	20833826	20881579	early	LUAD
KLHL33	chr14	20896970	20903801	early	LUAD
OR6S1	chr14	21108855	21109850	earlier	LUAD
ANG	chr14	21152336	21162345	earlier	LUAD
RNASE4	chr14	21152336	21168758	earlier	LUAD
EDDM3A	chr14	21214099	21216539	earlier	LUAD
EDDM3B	chr14	21236586	21239107	earlier	LUAD
RNASE6	chr14	21249210	21250626	earlier	LUAD
NDRG2	chr14	21484922	21539031	early	LUAD
TPPP2	chr14	21498345	21500332	early	LUAD
RNASE13	chr14	21500979	21502944	early	LUAD
RNASE7	chr14	21510385	21512393	early	LUAD
RNASE8	chr14	21526052	21526516	early	LUAD
ARHGEF40	chr14	21538527	21558036	early	LUAD
ZNF219	chr14	21558205	21572863	early	LUAD
TMEM253	chr14	21567096	21571883	early	LUAD
OR5AU1	chr14	21623096	21624184	early	LUAD
LINC00641	chr14	21668238	21675059	early	LUAD
HNRNPC	chr14	21677296	21737638	early	LUAD
RPGRIP1	chr14	21756136	21819460	early	LUAD
SUPT16H	chr14	21819631	21852425	early	LUAD
CHD8	chr14	21853353	21905457	early	LUAD
SNORD8	chr14	21865452	21865560	early	LUAD
OR10G2	chr14	22102066	22102998	late	LUAD
OR4E2	chr14	22133297	22134238	late	LUAD
DAD1	chr14	23033807	23058143	early	LUAD
ABHD4	chr14	23067147	23081265	early	LUAD
OXA1L	chr14	23235731	23240998	early	LUAD
SLC7A7	chr14	23242432	23289020	early	LUAD
MRPL52	chr14	23299092	23304246	early	LUAD
MMP14	chr14	23305793	23316803	early	LUAD
LRP10	chr14	23340960	23349586	early	LUAD
REM2	chr14	23352432	23356889	early	LUAD
RBM23	chr14	23369854	23388396	early	LUAD
PRMT5	chr14	23389733	23398661	early	LUAD
HAUS4	chr14	23415437	23426357	early	LUAD
MIR4707	chr14	23426159	23426238	early	LUAD
AJUBA	chr14	23440410	23451848	early	LUAD
C14orf93	chr14	23456110	23479360	early	LUAD
PSMB5	chr14	23495060	23504429	early	LUAD
PSMB11	chr14	23511376	23513269	early	LUAD
CDH24	chr14	23516270	23526747	early	LUAD
ACIN1	chr14	23527774	23564823	early	LUAD
C14orf119	chr14	23564683	23569665	early	LUAD
CEBPE	chr14	23586515	23588820	early	LUAD
SLC7A8	chr14	23594504	23652869	early	LUAD
HOMEZ	chr14	23742844	23768747	early	LUAD
PPP1R3E	chr14	23765130	23772057	early	LUAD
BCL2L2-PABPN1	chr14	23775971	23795394	early	LUAD
BCL2L2	chr14	23775971	23780968	early	LUAD
PABPN1	chr14	23789397	23795394	early	LUAD
SLC22A17	chr14	23815527	23822080	early	LUAD
EFS	chr14	23825609	23834842	early	LUAD
IL25	chr14	23842018	23845612	early	LUAD
CMTM5	chr14	23846017	23848981	early	LUAD
MYH6	chr14	23851199	23877486	early	LUAD
MYH7	chr14	23881947	23904870	early	LUAD
MIR208B	chr14	23887196	23887272	early	LUAD
NGDN	chr14	23938898	23947402	early	LUAD
THTPA	chr14	23980969	24028790	early	LUAD
ZFHX2	chr14	23990064	24020858	early	LUAD
AP1G2	chr14	24028777	24037279	early	LUAD
JPH4	chr14	24037244	24048009	early	LUAD
DHRS2	chr14	24099324	24114848	early	LUAD
DHRS4-AS1	chr14	24407940	24424298	early	LUAD
DHRS4	chr14	24422965	24475617	early	LUAD
DHRS4L2	chr14	24422965	24518020	early	LUAD
DHRS4L1	chr14	24439083	24520586	early	LUAD
CARMIL3	chr14	24521206	24538937	early	LUAD
CPNE6	chr14	24540046	24547296	early	LUAD
NRL	chr14	24549316	24584223	early	LUAD
PCK2	chr14	24563483	24573339	early	LUAD
DCAF11	chr14	24583906	24594451	early	LUAD
FITM1	chr14	24600675	24602058	early	LUAD
PSME1	chr14	24605378	24608176	early	LUAD
EMC9	chr14	24608174	24610797	early	LUAD
PSME2	chr14	24612574	24615855	early	LUAD
RNF31	chr14	24616096	24635774	early	LUAD
IRF9	chr14	24629729	24635774	early	LUAD
REC8	chr14	24641234	24649463	early	LUAD
IPO4	chr14	24649425	24659859	early	LUAD
TM9SF1	chr14	24657925	24683357	early	LUAD
TSSK4	chr14	24674903	24677454	early	LUAD
CHMP4A	chr14	24678787	24685276	early	LUAD
MDP1	chr14	24681945	24685276	early	LUAD
NEDD8-MDP1	chr14	24682615	24701576	early	LUAD
NEDD8	chr14	24686057	24701576	early	LUAD
GMPR2	chr14	24701648	24708447	early	LUAD
TINF2	chr14	24708851	24711880	early	LUAD
TGM1	chr14	24718320	24732416	early	LUAD
RABGGTA	chr14	24734744	24740833	early	LUAD
DHRS1	chr14	24759804	24769039	early	LUAD
NOP9	chr14	24769098	24774374	early	LUAD
CIDEB	chr14	24774393	24780576	early	LUAD
LTB4R2	chr14	24779357	24781259	early	LUAD
LTB4R	chr14	24780705	24787242	early	LUAD
ADCY4	chr14	24787555	24804277	early	LUAD
RIPK3	chr14	24805227	24809242	early	LUAD
NFATC4	chr14	24836145	24848810	early	LUAD
NYNRIN	chr14	24867992	24888494	early	LUAD
CBLN3	chr14	24895740	24898731	early	LUAD
KHNYN	chr14	24898492	24910547	early	LUAD
SDR39U1	chr14	24908972	24912007	early	LUAD
CMA1	chr14	24974712	24977471	early	LUAD
CTSG	chr14	25042724	25045466	early	LUAD
GZMH	chr14	25075686	25078926	late	LUAD
GZMB	chr14	25100161	25103432	late	LUAD
STXBP6	chr14	25281306	25519171	late	LUAD
NOVA1	chr14	26915089	27066960	late	LUAD
LINC00645	chr14	28081794	28108842	late	LUAD
MIR548AI	chr14	29896117	30174608	late	LUAD
PRKD1	chr14	30045687	30396899	late	LUAD
G2E3	chr14	31028329	31089046	late	LUAD
SCFD1	chr14	31091460	31205033	early	LUAD
COCH	chr14	31343741	31364261	early	LUAD
LOC100506071	chr14	31345385	31359014	early	LUAD
STRN3	chr14	31363005	31495607	early	LUAD
MIR624	chr14	31483852	31483948	early	LUAD
AP4S1	chr14	31494312	31565656	early	LUAD
HECTD1	chr14	31569324	31676915	early	LUAD
HEATR5A	chr14	31760994	31926680	early	LUAD
DTD2	chr14	31915243	31926680	early	LUAD
ARHGAP5-AS1	chr14	32544625	32545905	early	LUAD
ARHGAP5	chr14	32546189	32628934	early	LUAD
NPAS3	chr14	33408459	34273382	late	LUAD
EGLN3	chr14	34393421	34420284	late	LUAD
SPTSSA	chr14	34902144	34931468	early	LUAD
EAPP	chr14	34985135	35008943	early	LUAD
SNX6	chr14	35030618	35099366	early	LUAD
CFL2	chr14	35179588	35184029	early	LUAD
BAZ1A	chr14	35221937	35344853	early	LUAD
IGBP1P1	chr14	35409128	35409702	early	LUAD
SRP54	chr14	35452104	35498773	early	LUAD
FAM177A1	chr14	35514113	35552589	early	LUAD
PPP2R3C	chr14	35554678	35591679	early	LUAD
PRORP	chr14	35591527	35786682	early	LUAD
PSMA6	chr14	35761574	35786682	early	LUAD
NFKBIA	chr14	35870716	35873960	early	LUAD
INSM2	chr14	36003248	36006260	early	LUAD
RALGAPA1	chr14	36007558	36278432	early	LUAD
FOXA1	chr14	38058757	38064325	late	LUAD
SSTR1	chr14	38677204	38682268	late	LUAD
CLEC14A	chr14	38723205	38725575	late	LUAD
LINC00639	chr14	39218543	39417475	late	LUAD
SEC23A	chr14	39501123	39572437	early	LUAD
GEMIN2	chr14	39583488	39606177	early	LUAD
TRAPPC6B	chr14	39617015	39639634	early	LUAD
PNN	chr14	39644387	39652422	early	LUAD
MIA2	chr14	39734476	39820397	early	LUAD
LOC100288846	chr14	39734907	39736265	early	LUAD
FBXO33	chr14	39865577	39901704	early	LUAD
LRFN5	chr14	42076764	42373752	late	LUAD
FSCB	chr14	44973354	44976499	late	LUAD
C14orf28	chr14	45366507	45376460	early	LUAD
KLHL28	chr14	45393527	45431179	early	LUAD
TOGARAM1	chr14	45431416	45543634	early	LUAD
PRPF39	chr14	45553302	45584804	early	LUAD
SNORD127	chr14	45580078	45580176	early	LUAD
FKBP3	chr14	45584802	45604009	early	LUAD
FANCM	chr14	45605136	45670093	early	LUAD
MIS18BP1	chr14	45672393	45722605	late	LUAD
LINC00871	chr14	46533362	46971104	late	LUAD
RPL10L	chr14	47120220	47121028	late	LUAD
MDGA2	chr14	47308828	48144157	late	LUAD
LINC00648	chr14	48234156	48264217	late	LUAD
NEMF	chr14	50033027	50319539	early	LUAD
RPS29	chr14	50043390	50053134	early	LUAD
LRR1	chr14	50065415	50081390	early	LUAD
RPL36AL	chr14	50085406	50087403	early	LUAD
MGAT2	chr14	50087489	50090199	early	LUAD
DNAAF2	chr14	50091892	50101948	early	LUAD
POLE2	chr14	50110270	50155098	early	LUAD
KLHDC1	chr14	50159823	50219870	early	LUAD
KLHDC2	chr14	50234787	50249856	early	LUAD
ARF6	chr14	50359736	50363772	early	LUAD
LINC01599	chr14	50550369	50559361	early	LUAD
VCPKMT	chr14	50575350	50583297	early	LUAD
SOS2	chr14	50583846	50698099	early	LUAD
L2HGDH	chr14	50704285	50778947	early	LUAD
DMAC2L	chr14	50779047	50802276	early	LUAD
CDKL1	chr14	50796720	50883179	early	LUAD
MAP4K5	chr14	50885211	50999376	early	LUAD
ATL1	chr14	50999800	51099784	early	LUAD
SAV1	chr14	51100298	51135071	early	LUAD
NIN	chr14	51186481	51297839	early	LUAD
RTRAF	chr14	52456228	52471420	early	LUAD
NID2	chr14	52471520	52535946	early	LUAD
PTGDR	chr14	52734431	52743442	early	LUAD
PTGER2	chr14	52781016	52795322	early	LUAD
TXNDC16	chr14	52897308	53019301	early	LUAD
GPR137C	chr14	53019866	53104431	early	LUAD
ERO1A	chr14	53108605	53162419	early	LUAD
PSMC6	chr14	53173896	53194716	early	LUAD
STYX	chr14	53196883	53241705	early	LUAD
GNPNAT1	chr14	53241911	53258386	early	LUAD
FERMT2	chr14	53323989	53417815	early	LUAD
DDHD1	chr14	53503458	53620046	early	LUAD
CGRRF1	chr14	54976587	55005334	early	LUAD
SAMD4A	chr14	55034330	55260033	early	LUAD
GCH1	chr14	55308724	55369542	early	LUAD
MIR4308	chr14	55344831	55344911	early	LUAD
WDHD1	chr14	55405656	55493819	early	LUAD
SOCS4	chr14	55493844	55516206	early	LUAD
MAPK1IP1L	chr14	55518362	55536912	early	LUAD
LGALS3	chr14	55595935	55612148	early	LUAD
DLGAP5	chr14	55614834	55658396	early	LUAD
FBXO34	chr14	55738021	55820329	early	LUAD
ATG14	chr14	55833109	55878576	early	LUAD
TBPL2	chr14	55880930	55907263	early	LUAD
KTN1-AS1	chr14	56024690	56046810	early	LUAD
RPL13AP3	chr14	56232963	56234435	late	LUAD
LINC00520	chr14	56247853	56263392	late	LUAD
PELI2	chr14	56585093	56768031	late	LUAD
TMEM260	chr14	57046338	57116232	late	LUAD
OTX2	chr14	57267425	57277194	late	LUAD
OTX2-AS1	chr14	57278724	57397550	late	LUAD
SLC35F4	chr14	58030640	58332592	late	LUAD
ARMH4	chr14	58470808	58764855	early	LUAD
ACTR10	chr14	58666833	58702353	early	LUAD
PSMA3	chr14	58711523	58738727	early	LUAD
PSMA3-AS1	chr14	58732083	58764855	early	LUAD
ARID4A	chr14	58765222	58840451	early	LUAD
TOMM20L	chr14	58862644	58875419	early	LUAD
