chr	start	stop	timing	cancerType
chr3	37100000	37150000	early	LUAD
chr3	37150000	37200000	early	LUAD
chr3	37200000	37250000	early	LUAD
chr3	37250000	37300000	early	LUAD
chr3	37300000	37350000	early	LUAD
chr3	37350000	37400000	early	LUAD
chr3	37400000	37450000	early	LUAD
chr3	37450000	37500000	early	LUAD
chr3	37500000	37550000	early	LUAD
chr3	37550000	37600000	early	LUAD
chr3	37600000	37650000	late	LUAD
chr3	37800000	37850000	early	LUAD
chr3	37850000	37900000	early	LUAD
chr3	37900000	37950000	early	LUAD
chr3	37950000	3.8e+07	early	LUAD
chr3	3.8e+07	38050000	early	LUAD
chr3	38050000	38100000	early	LUAD
chr3	38100000	38150000	early	LUAD
chr3	38150000	38200000	early	LUAD
chr3	38200000	38250000	early	LUAD
chr3	38250000	38300000	early	LUAD
chr3	38300000	38350000	early	LUAD
chr3	38350000	38400000	early	LUAD
chr3	38400000	38450000	early	LUAD
chr3	38450000	38500000	early	LUAD
chr3	38500000	38550000	early	LUAD
chr3	38550000	38600000	early	LUAD
chr3	38600000	38650000	late	LUAD
chr3	38650000	38700000	late	LUAD
chr3	38800000	38850000	late	LUAD
chr3	38850000	38900000	late	LUAD
chr3	38900000	38950000	early	LUAD
chr3	38950000	3.9e+07	early	LUAD
chr3	3.9e+07	39050000	early	LUAD
chr3	39050000	39100000	early	LUAD
chr3	39100000	39150000	early	LUAD
chr3	39150000	39200000	early	LUAD
chr3	39200000	39250000	early	LUAD
chr3	39250000	39300000	early	LUAD
chr3	39300000	39350000	late	LUAD
chr3	39350000	39400000	late	LUAD
chr3	39400000	39450000	late	LUAD
chr3	39450000	39500000	late	LUAD
chr3	39500000	39550000	late	LUAD
chr3	39550000	39600000	late	LUAD
chr3	39600000	39650000	late	LUAD
chr3	39650000	39700000	late	LUAD
chr3	39700000	39750000	late	LUAD
chr3	39750000	39800000	late	LUAD
chr3	39800000	39850000	late	LUAD
chr3	39850000	39900000	late	LUAD
chr3	39900000	39950000	late	LUAD
chr3	39950000	4e+07	late	LUAD
chr3	4e+07	40050000	late	LUAD
chr3	40050000	40100000	late	LUAD
chr3	40100000	40150000	late	LUAD
chr3	40150000	40200000	late	LUAD
chr3	40200000	40250000	late	LUAD
chr3	40250000	40300000	late	LUAD
chr3	40300000	40350000	late	LUAD
chr3	40350000	40400000	late	LUAD
chr3	40400000	40450000	early	LUAD
chr3	40450000	40500000	early	LUAD
chr3	40500000	40550000	early	LUAD
chr3	40550000	40600000	late	LUAD
chr3	40600000	40650000	late	LUAD
chr3	40650000	40700000	late	LUAD
chr3	40700000	40750000	late	LUAD
chr3	40750000	40800000	late	LUAD
chr3	40800000	40850000	late	LUAD
chr3	40850000	40900000	late	LUAD
chr3	40900000	40950000	late	LUAD
chr3	40950000	4.1e+07	late	LUAD
chr3	4.1e+07	41050000	late	LUAD
chr3	41050000	41100000	late	LUAD
chr3	41100000	41150000	late	LUAD
chr3	41150000	41200000	late	LUAD
chr3	41200000	41250000	late	LUAD
chr3	41250000	41300000	late	LUAD
chr3	41300000	41350000	late	LUAD
chr3	41350000	41400000	late	LUAD
chr3	41400000	41450000	late	LUAD
chr3	41450000	41500000	late	LUAD
chr3	41500000	41550000	late	LUAD
chr3	41550000	41600000	late	LUAD
chr3	41600000	41650000	late	LUAD
chr3	41650000	41700000	late	LUAD
chr3	41700000	41750000	late	LUAD
chr3	41750000	41800000	early	LUAD
chr3	41800000	41850000	early	LUAD
chr3	41850000	41900000	early	LUAD
chr3	41900000	41950000	early	LUAD
chr3	41950000	4.2e+07	early	LUAD
chr3	4.2e+07	42050000	early	LUAD
chr3	42050000	42100000	early	LUAD
chr3	42100000	42150000	early	LUAD
chr3	42150000	42200000	early	LUAD
chr3	42200000	42250000	early	LUAD
chr3	42250000	42300000	early	LUAD
chr3	42300000	42350000	late	LUAD
chr3	42350000	42400000	late	LUAD
chr3	42400000	42450000	late	LUAD
chr3	42500000	42550000	early	LUAD
chr3	42550000	42600000	early	LUAD
chr3	42600000	42650000	early	LUAD
chr3	42650000	42700000	early	LUAD
chr3	42700000	42750000	early	LUAD
chr3	42750000	42800000	early	LUAD
chr3	42800000	42850000	early	LUAD
chr3	43450000	43500000	early	LUAD
chr3	43500000	43550000	early	LUAD
chr3	43550000	43600000	early	LUAD
chr3	43600000	43650000	early	LUAD
chr3	43650000	43700000	early	LUAD
chr3	43700000	43750000	early	LUAD
chr3	43750000	43800000	early	LUAD
chr3	43800000	43850000	early	LUAD
chr3	43850000	43900000	early	LUAD
chr3	43900000	43950000	early	LUAD
chr3	43950000	4.4e+07	early	LUAD
chr3	4.4e+07	44050000	late	LUAD
chr3	44050000	44100000	late	LUAD
chr3	44150000	44200000	earlier	LUAD
chr3	44650000	44700000	early	LUAD
chr3	44700000	44750000	early	LUAD
chr3	44750000	44800000	early	LUAD
chr3	44800000	44850000	early	LUAD
chr3	44850000	44900000	early	LUAD
chr3	44900000	44950000	early	LUAD
chr3	44950000	4.5e+07	early	LUAD
chr3	4.5e+07	45050000	early	LUAD
chr3	45050000	45100000	early	LUAD
chr3	45100000	45150000	early	LUAD
chr3	45150000	45200000	early	LUAD
chr3	45200000	45250000	early	LUAD
chr3	45250000	45300000	early	LUAD
chr3	45300000	45350000	early	LUAD
chr3	45350000	45400000	early	LUAD
chr3	45400000	45450000	early	LUAD
chr3	45450000	45500000	early	LUAD
chr3	45700000	45750000	early	LUAD
chr3	45750000	45800000	early	LUAD
chr3	45800000	45850000	early	LUAD
chr3	45850000	45900000	early	LUAD
chr3	45900000	45950000	early	LUAD
chr3	45950000	4.6e+07	early	LUAD
chr3	4.6e+07	46050000	early	LUAD
chr3	46050000	46100000	early	LUAD
chr3	46100000	46150000	later	LUAD
chr3	46150000	46200000	later	LUAD
chr3	46200000	46250000	later	LUAD
chr3	46250000	46300000	later	LUAD
chr3	46300000	46350000	later	LUAD
chr3	46350000	46400000	later	LUAD
chr3	46400000	46450000	later	LUAD
chr3	46450000	46500000	later	LUAD
chr3	46500000	46550000	later	LUAD
chr3	46550000	46600000	later	LUAD
chr3	46800000	46850000	early	LUAD
chr3	46850000	46900000	early	LUAD
chr3	46900000	46950000	early	LUAD
chr3	46950000	4.7e+07	early	LUAD
chr3	4.7e+07	47050000	early	LUAD
chr3	47050000	47100000	early	LUAD
chr3	47100000	47150000	early	LUAD
chr3	47150000	47200000	early	LUAD
chr3	47200000	47250000	early	LUAD
chr3	47250000	47300000	early	LUAD
chr3	47300000	47350000	early	LUAD
chr3	47350000	47400000	early	LUAD
chr3	47400000	47450000	early	LUAD
chr3	47450000	47500000	early	LUAD
chr3	47500000	47550000	early	LUAD
chr3	47550000	47600000	early	LUAD
chr3	47600000	47650000	early	LUAD
chr3	47650000	47700000	early	LUAD
chr3	47700000	47750000	early	LUAD
chr3	47750000	47800000	early	LUAD
chr3	47800000	47850000	early	LUAD
chr3	47850000	47900000	early	LUAD
chr3	47900000	47950000	early	LUAD
chr3	47950000	4.8e+07	early	LUAD
chr3	4.8e+07	48050000	early	LUAD
chr3	48050000	48100000	early	LUAD
chr3	48100000	48150000	early	LUAD
chr3	48150000	48200000	early	LUAD
chr3	48200000	48250000	early	LUAD
chr3	48250000	48300000	early	LUAD
chr3	48300000	48350000	early	LUAD
chr3	48350000	48400000	early	LUAD
chr3	48400000	48450000	early	LUAD
chr3	48450000	48500000	early	LUAD
chr3	48500000	48550000	early	LUAD
chr3	48550000	48600000	early	LUAD
chr3	48600000	48650000	early	LUAD
chr3	48650000	48700000	early	LUAD
chr3	48700000	48750000	early	LUAD
chr3	48750000	48800000	early	LUAD
chr3	48800000	48850000	early	LUAD
chr3	48850000	48900000	early	LUAD
chr3	48900000	48950000	early	LUAD
chr3	48950000	4.9e+07	early	LUAD
chr3	4.9e+07	49050000	early	LUAD
chr3	49050000	49100000	early	LUAD
chr3	49100000	49150000	early	LUAD
chr3	49150000	49200000	early	LUAD
chr3	49200000	49250000	early	LUAD
chr3	49250000	49300000	early	LUAD
chr3	49300000	49350000	early	LUAD
chr3	49350000	49400000	early	LUAD
chr3	49400000	49450000	early	LUAD
chr3	49450000	49500000	early	LUAD
chr3	49500000	49550000	early	LUAD
chr3	49550000	49600000	early	LUAD
chr3	49600000	49650000	early	LUAD
chr3	49650000	49700000	early	LUAD
chr3	49700000	49750000	early	LUAD
chr3	49750000	49800000	early	LUAD
chr3	49800000	49850000	early	LUAD
chr3	49850000	49900000	early	LUAD
chr3	49900000	49950000	early	LUAD
chr3	49950000	5e+07	early	LUAD
chr3	5e+07	50050000	early	LUAD
chr3	50050000	50100000	early	LUAD
chr3	50100000	50150000	early	LUAD
chr3	50150000	50200000	early	LUAD
chr3	50200000	50250000	early	LUAD
chr3	50250000	50300000	early	LUAD
chr3	50300000	50350000	early	LUAD
chr3	50350000	50400000	early	LUAD
chr3	50400000	50450000	early	LUAD
chr3	50450000	50500000	early	LUAD
chr3	50500000	50550000	early	LUAD
chr3	50550000	50600000	early	LUAD
chr3	50600000	50650000	early	LUAD
chr3	50650000	50700000	early	LUAD
chr3	50700000	50750000	early	LUAD
chr3	50750000	50800000	early	LUAD
chr3	50800000	50850000	early	LUAD
chr3	50950000	5.1e+07	late	LUAD
chr3	5.1e+07	51050000	late	LUAD
chr3	51050000	51100000	late	LUAD
chr3	51100000	51150000	late	LUAD
chr3	51150000	51200000	late	LUAD
chr3	51200000	51250000	late	LUAD
chr3	51250000	51300000	late	LUAD
chr3	51300000	51350000	early	LUAD
chr3	51350000	51400000	early	LUAD
chr3	51400000	51450000	early	LUAD
chr3	51450000	51500000	early	LUAD
chr3	51500000	51550000	early	LUAD
chr3	51550000	51600000	early	LUAD
chr3	51600000	51650000	early	LUAD
chr3	51650000	51700000	early	LUAD
chr3	51700000	51750000	early	LUAD
chr3	51750000	51800000	early	LUAD
chr3	51800000	51850000	early	LUAD
chr3	51850000	51900000	early	LUAD
chr3	51900000	51950000	early	LUAD
chr3	51950000	5.2e+07	early	LUAD
chr3	5.2e+07	52050000	early	LUAD
chr3	52050000	52100000	early	LUAD
chr3	52100000	52150000	early	LUAD
chr3	52150000	52200000	early	LUAD
chr3	52200000	52250000	early	LUAD
chr3	52250000	52300000	early	LUAD
chr3	52300000	52350000	early	LUAD
chr3	52350000	52400000	early	LUAD
chr3	52400000	52450000	early	LUAD
chr3	52450000	52500000	early	LUAD
chr3	52500000	52550000	early	LUAD
chr3	52550000	52600000	early	LUAD
chr3	52600000	52650000	early	LUAD
chr3	52650000	52700000	early	LUAD
chr3	52700000	52750000	early	LUAD
chr3	52750000	52800000	early	LUAD
chr3	52800000	52850000	early	LUAD
chr3	52850000	52900000	early	LUAD
chr3	52900000	52950000	early	LUAD
chr3	52950000	5.3e+07	early	LUAD
chr3	5.3e+07	53050000	early	LUAD
chr3	53050000	53100000	early	LUAD
chr3	53350000	53400000	early	LUAD
chr3	53400000	53450000	early	LUAD
chr3	53550000	53600000	earlier	LUAD
chr3	53700000	53750000	earlier	LUAD
chr3	53750000	53800000	earlier	LUAD
chr3	53800000	53850000	earlier	LUAD
chr3	53850000	53900000	earlier	LUAD
chr3	54300000	54350000	late	LUAD
chr3	54350000	54400000	late	LUAD
chr3	54400000	54450000	late	LUAD
chr3	54450000	54500000	late	LUAD
chr3	54500000	54550000	late	LUAD
chr3	54550000	54600000	late	LUAD
chr3	54600000	54650000	late	LUAD
chr3	54650000	54700000	late	LUAD
chr3	54700000	54750000	late	LUAD
chr3	54750000	54800000	late	LUAD
chr3	54800000	54850000	late	LUAD
chr3	54850000	54900000	late	LUAD
chr3	54900000	54950000	late	LUAD
chr3	55300000	55350000	late	LUAD
chr3	55350000	55400000	late	LUAD
chr3	55400000	55450000	late	LUAD
chr3	55450000	55500000	late	LUAD
chr3	55500000	55550000	late	LUAD
chr3	55550000	55600000	late	LUAD
chr3	55800000	55850000	late	LUAD
chr3	55850000	55900000	late	LUAD
chr3	55900000	55950000	late	LUAD
chr3	55950000	5.6e+07	late	LUAD
chr3	5.6e+07	56050000	late	LUAD
chr3	56050000	56100000	late	LUAD
chr3	56100000	56150000	late	LUAD
chr3	56150000	56200000	late	LUAD
chr3	56200000	56250000	late	LUAD
chr3	56250000	56300000	late	LUAD
chr3	56300000	56350000	late	LUAD
chr3	56350000	56400000	late	LUAD
chr3	56400000	56450000	late	LUAD
chr3	56450000	56500000	early	LUAD
chr3	56500000	56550000	early	LUAD
chr3	56550000	56600000	early	LUAD
chr3	56600000	56650000	early	LUAD
chr3	56650000	56700000	early	LUAD
chr3	56700000	56750000	early	LUAD
chr3	56750000	56800000	early	LUAD
chr3	56800000	56850000	early	LUAD
chr3	56850000	56900000	early	LUAD
chr3	56900000	56950000	early	LUAD
chr3	56950000	5.7e+07	early	LUAD
chr3	5.7e+07	57050000	early	LUAD
chr3	57050000	57100000	early	LUAD
chr3	57100000	57150000	early	LUAD
chr3	57150000	57200000	early	LUAD
chr3	57400000	57450000	early	LUAD
chr3	57450000	57500000	early	LUAD
chr3	57500000	57550000	early	LUAD
chr3	57550000	57600000	early	LUAD
chr3	57600000	57650000	early	LUAD
chr3	57650000	57700000	early	LUAD
chr3	57750000	57800000	early	LUAD
chr3	57800000	57850000	early	LUAD
chr3	57850000	57900000	early	LUAD
chr3	58050000	58100000	early	LUAD
chr3	58100000	58150000	early	LUAD
chr3	58150000	58200000	early	LUAD
chr3	58200000	58250000	early	LUAD
chr3	58250000	58300000	early	LUAD
chr3	58300000	58350000	early	LUAD
chr3	58350000	58400000	early	LUAD
chr3	58400000	58450000	early	LUAD
chr3	58450000	58500000	early	LUAD
chr3	58500000	58550000	early	LUAD
chr3	58550000	58600000	early	LUAD
chr3	58600000	58650000	early	LUAD
chr3	58650000	58700000	early	LUAD
chr3	58700000	58750000	early	LUAD
chr3	58750000	58800000	early	LUAD
chr3	58800000	58850000	late	LUAD
chr3	58850000	58900000	late	LUAD
chr3	58900000	58950000	late	LUAD
chr3	58950000	5.9e+07	late	LUAD
chr3	5.9e+07	59050000	late	LUAD
chr3	59350000	59400000	late	LUAD
chr3	59400000	59450000	late	LUAD
chr3	59450000	59500000	late	LUAD
chr3	59500000	59550000	late	LUAD
chr3	59550000	59600000	late	LUAD
chr3	59600000	59650000	late	LUAD
chr3	59650000	59700000	late	LUAD
chr3	59700000	59750000	late	LUAD
chr3	59750000	59800000	late	LUAD
chr3	59800000	59850000	late	LUAD
chr3	59850000	59900000	late	LUAD
chr3	59900000	59950000	late	LUAD
chr3	59950000	6e+07	late	LUAD
chr3	6e+07	60050000	late	LUAD
chr3	60050000	60100000	late	LUAD
chr3	60100000	60150000	late	LUAD
chr3	60150000	60200000	late	LUAD
chr3	60300000	60350000	late	LUAD
chr3	6.1e+07	61050000	late	LUAD
chr3	61050000	61100000	late	LUAD
chr3	61100000	61150000	late	LUAD
chr3	61150000	61200000	late	LUAD
chr3	61200000	61250000	late	LUAD
chr3	61250000	61300000	late	LUAD
chr3	61300000	61350000	late	LUAD
chr3	61350000	61400000	late	LUAD
chr3	61400000	61450000	late	LUAD
chr3	61450000	61500000	late	LUAD
chr3	61500000	61550000	late	LUAD
chr3	61550000	61600000	late	LUAD
chr3	61600000	61650000	late	LUAD
chr3	61650000	61700000	late	LUAD
chr3	61700000	61750000	late	LUAD
chr3	61750000	61800000	late	LUAD
chr3	61800000	61850000	late	LUAD
chr3	61850000	61900000	late	LUAD
chr3	61900000	61950000	late	LUAD
chr3	61950000	6.2e+07	late	LUAD
chr3	6.2e+07	62050000	late	LUAD
chr3	62050000	62100000	late	LUAD
chr3	62100000	62150000	late	LUAD
chr3	62150000	62200000	late	LUAD
chr3	62200000	62250000	late	LUAD
chr3	62250000	62300000	late	LUAD
chr3	62300000	62350000	late	LUAD
chr3	62350000	62400000	late	LUAD
chr3	62400000	62450000	late	LUAD
chr3	62450000	62500000	late	LUAD
chr3	62500000	62550000	late	LUAD
chr3	62550000	62600000	late	LUAD
chr3	62600000	62650000	late	LUAD
chr3	62650000	62700000	late	LUAD
chr3	62700000	62750000	late	LUAD
chr3	62750000	62800000	late	LUAD
chr3	62800000	62850000	late	LUAD
chr3	62850000	62900000	late	LUAD
chr3	62900000	62950000	late	LUAD
chr3	62950000	6.3e+07	late	LUAD
chr3	63050000	63100000	late	LUAD
chr3	63150000	63200000	late	LUAD
chr3	63450000	63500000	late	LUAD
chr3	63500000	63550000	late	LUAD
chr3	63750000	63800000	earlier	LUAD
chr3	63800000	63850000	earlier	LUAD
chr3	63850000	63900000	earlier	LUAD
chr3	63900000	63950000	earlier	LUAD
chr3	63950000	6.4e+07	earlier	LUAD
chr3	6.4e+07	64050000	earlier	LUAD
chr3	64100000	64150000	earlier	LUAD
chr3	64150000	64200000	earlier	LUAD
chr3	64200000	64250000	earlier	LUAD
chr3	64400000	64450000	earlier	LUAD
chr3	64450000	64500000	earlier	LUAD
chr3	64500000	64550000	earlier	LUAD
chr3	64550000	64600000	earlier	LUAD
chr3	64800000	64850000	late	LUAD
chr3	64850000	64900000	late	LUAD
chr3	64900000	64950000	late	LUAD
chr3	64950000	6.5e+07	late	LUAD
chr3	6.5e+07	65050000	late	LUAD
chr3	65050000	65100000	late	LUAD
chr3	65100000	65150000	late	LUAD
chr3	65150000	65200000	late	LUAD
chr3	65200000	65250000	late	LUAD
chr3	65250000	65300000	late	LUAD
chr3	65300000	65350000	late	LUAD
chr3	65350000	65400000	late	LUAD
chr3	65400000	65450000	late	LUAD
chr3	65450000	65500000	late	LUAD
chr3	65500000	65550000	late	LUAD
chr3	65550000	65600000	late	LUAD
chr3	65600000	65650000	late	LUAD
chr3	65650000	65700000	late	LUAD
chr3	65700000	65750000	late	LUAD
chr3	65750000	65800000	late	LUAD
chr3	65900000	65950000	later	LUAD
chr3	65950000	6.6e+07	later	LUAD
chr3	6.6e+07	66050000	later	LUAD
chr3	66050000	66100000	later	LUAD
chr3	66100000	66150000	later	LUAD
chr3	66150000	66200000	later	LUAD
chr3	66200000	66250000	later	LUAD
chr3	66300000	66350000	early	LUAD
chr3	66350000	66400000	late	LUAD
chr3	66400000	66450000	late	LUAD
chr3	66450000	66500000	late	LUAD
chr3	66500000	66550000	late	LUAD
chr3	66550000	66600000	late	LUAD
chr3	66600000	66650000	late	LUAD
chr3	66650000	66700000	late	LUAD
chr3	66700000	66750000	late	LUAD
chr3	66750000	66800000	late	LUAD
chr3	66800000	66850000	late	LUAD
chr3	66850000	66900000	late	LUAD
chr3	66900000	66950000	late	LUAD
chr3	66950000	6.7e+07	late	LUAD
chr3	6.7e+07	67050000	late	LUAD
chr3	67050000	67100000	late	LUAD
chr3	67100000	67150000	late	LUAD
chr3	67150000	67200000	late	LUAD
chr3	67200000	67250000	late	LUAD
chr3	67250000	67300000	late	LUAD
chr3	67300000	67350000	late	LUAD
chr3	67350000	67400000	late	LUAD
chr3	67400000	67450000	late	LUAD
chr3	67450000	67500000	late	LUAD
chr3	67500000	67550000	late	LUAD
chr3	67550000	67600000	late	LUAD
chr3	67600000	67650000	late	LUAD
chr3	67650000	67700000	late	LUAD
chr3	67700000	67750000	late	LUAD
chr3	67750000	67800000	late	LUAD
chr3	67800000	67850000	late	LUAD
chr3	67850000	67900000	late	LUAD
chr3	67900000	67950000	late	LUAD
chr3	67950000	6.8e+07	late	LUAD
chr3	6.8e+07	68050000	late	LUAD
chr3	68050000	68100000	late	LUAD
chr3	68100000	68150000	late	LUAD
chr3	68150000	68200000	late	LUAD
chr3	68450000	68500000	late	LUAD
chr3	68500000	68550000	late	LUAD
chr3	68550000	68600000	late	LUAD
chr3	68600000	68650000	late	LUAD
chr3	68650000	68700000	late	LUAD
chr3	68700000	68750000	late	LUAD
chr3	68750000	68800000	late	LUAD
chr3	68800000	68850000	late	LUAD
chr3	68850000	68900000	late	LUAD
chr3	68900000	68950000	late	LUAD
chr3	68950000	6.9e+07	late	LUAD
chr3	6.9e+07	69050000	late	LUAD
chr3	69050000	69100000	early	LUAD
chr3	69100000	69150000	early	LUAD
chr3	69150000	69200000	early	LUAD
chr3	69200000	69250000	early	LUAD
chr3	69250000	69300000	early	LUAD
chr3	69300000	69350000	early	LUAD
chr3	69350000	69400000	early	LUAD
chr3	69400000	69450000	late	LUAD
chr3	69450000	69500000	late	LUAD
chr3	69500000	69550000	late	LUAD
chr3	69550000	69600000	late	LUAD
chr3	69600000	69650000	late	LUAD
chr3	69650000	69700000	early	LUAD
chr3	69700000	69750000	early	LUAD
chr3	69750000	69800000	early	LUAD
chr3	69800000	69850000	late	LUAD
chr3	69850000	69900000	late	LUAD
chr3	69900000	69950000	late	LUAD
chr3	69950000	7e+07	late	LUAD
chr3	7e+07	70050000	late	LUAD
chr3	70050000	70100000	late	LUAD
chr3	70100000	70150000	late	LUAD
chr3	70150000	70200000	late	LUAD
chr3	70200000	70250000	late	LUAD
chr3	70250000	70300000	late	LUAD
chr3	70300000	70350000	late	LUAD
chr3	70350000	70400000	late	LUAD
chr3	70400000	70450000	late	LUAD
chr3	70450000	70500000	late	LUAD
chr3	70500000	70550000	late	LUAD
chr3	70550000	70600000	late	LUAD
chr3	70600000	70650000	late	LUAD
chr3	70650000	70700000	late	LUAD
chr3	70700000	70750000	late	LUAD
chr3	70750000	70800000	late	LUAD
chr3	70800000	70850000	late	LUAD
chr3	70850000	70900000	late	LUAD
chr3	70900000	70950000	late	LUAD
chr3	70950000	7.1e+07	late	LUAD
chr3	7.1e+07	71050000	late	LUAD
chr3	71050000	71100000	late	LUAD
chr3	71100000	71150000	late	LUAD
chr3	71150000	71200000	late	LUAD
chr3	71200000	71250000	late	LUAD
chr3	71250000	71300000	late	LUAD
chr3	71300000	71350000	late	LUAD
chr3	71350000	71400000	late	LUAD
chr3	71400000	71450000	late	LUAD
chr3	71450000	71500000	late	LUAD
chr3	71500000	71550000	late	LUAD
chr3	71550000	71600000	late	LUAD
chr3	71600000	71650000	late	LUAD
chr3	71650000	71700000	late	LUAD
chr3	71700000	71750000	late	LUAD
chr3	71750000	71800000	late	LUAD
chr3	71800000	71850000	late	LUAD
chr3	72900000	72950000	early	LUAD
chr3	72950000	7.3e+07	early	LUAD
chr3	7.3e+07	73050000	early	LUAD
chr3	73050000	73100000	early	LUAD
chr3	73100000	73150000	late	LUAD
chr3	73150000	73200000	late	LUAD
chr3	73200000	73250000	late	LUAD
chr3	73250000	73300000	late	LUAD
chr3	73300000	73350000	late	LUAD
chr3	73350000	73400000	late	LUAD
chr3	73400000	73450000	late	LUAD
chr3	73450000	73500000	late	LUAD
chr3	73500000	73550000	late	LUAD
chr3	75350000	75400000	late	LUAD
chr3	75400000	75450000	late	LUAD
chr3	75450000	75500000	late	LUAD
chr3	75500000	75550000	late	LUAD
chr3	75550000	75600000	late	LUAD
chr3	75650000	75700000	late	LUAD
chr3	75700000	75750000	late	LUAD
chr3	75750000	75800000	late	LUAD
chr3	77850000	77900000	late	LUAD
chr3	77900000	77950000	late	LUAD
chr3	77950000	7.8e+07	late	LUAD
chr3	7.8e+07	78050000	late	LUAD
chr3	78050000	78100000	late	LUAD
chr3	78100000	78150000	late	LUAD
chr3	78150000	78200000	late	LUAD
chr3	78200000	78250000	late	LUAD
chr3	78250000	78300000	late	LUAD
chr3	78300000	78350000	late	LUAD
chr3	79400000	79450000	late	LUAD
chr3	79450000	79500000	late	LUAD
chr3	79500000	79550000	late	LUAD
chr3	79550000	79600000	late	LUAD
chr3	79600000	79650000	late	LUAD
chr3	79650000	79700000	late	LUAD
chr3	79700000	79750000	late	LUAD
chr3	79750000	79800000	late	LUAD
chr3	79800000	79850000	late	LUAD
chr3	79850000	79900000	late	LUAD
chr3	79900000	79950000	late	LUAD
chr3	79950000	8e+07	late	LUAD
chr3	8e+07	80050000	late	LUAD
chr3	80050000	80100000	late	LUAD
chr3	80100000	80150000	late	LUAD
chr3	80150000	80200000	late	LUAD
chr3	80200000	80250000	late	LUAD
chr3	80250000	80300000	late	LUAD
chr3	80300000	80350000	late	LUAD
chr3	80350000	80400000	late	LUAD
chr3	80400000	80450000	late	LUAD
chr3	80450000	80500000	late	LUAD
chr3	80500000	80550000	late	LUAD
chr3	80550000	80600000	late	LUAD
chr3	80600000	80650000	late	LUAD
chr3	80650000	80700000	late	LUAD
chr3	80700000	80750000	late	LUAD
chr3	80750000	80800000	late	LUAD
chr3	80800000	80850000	late	LUAD
chr3	80850000	80900000	late	LUAD
chr3	80900000	80950000	late	LUAD
chr3	80950000	8.1e+07	late	LUAD
chr3	8.1e+07	81050000	late	LUAD
chr3	81050000	81100000	late	LUAD
chr3	81100000	81150000	late	LUAD
chr3	81150000	81200000	late	LUAD
chr3	81250000	81300000	later	LUAD
chr3	81300000	81350000	later	LUAD
chr3	81350000	81400000	later	LUAD
chr3	81400000	81450000	later	LUAD
chr3	81450000	81500000	later	LUAD
chr3	81500000	81550000	later	LUAD
chr3	81550000	81600000	later	LUAD
chr3	81600000	81650000	later	LUAD
chr3	81700000	81750000	late	LUAD
chr3	81750000	81800000	late	LUAD
chr3	81800000	81850000	late	LUAD
chr3	81850000	81900000	late	LUAD
chr3	81900000	81950000	late	LUAD
chr3	81950000	8.2e+07	late	LUAD
chr3	8.2e+07	82050000	late	LUAD
chr3	82050000	82100000	late	LUAD
chr3	82100000	82150000	late	LUAD
chr3	82150000	82200000	late	LUAD
chr3	82200000	82250000	late	LUAD
chr3	82250000	82300000	late	LUAD
chr3	82300000	82350000	late	LUAD
chr3	82350000	82400000	late	LUAD
chr3	82400000	82450000	late	LUAD
chr3	82450000	82500000	late	LUAD
chr3	82500000	82550000	late	LUAD
chr3	82550000	82600000	late	LUAD
chr3	82600000	82650000	late	LUAD
chr3	82650000	82700000	late	LUAD
chr3	82700000	82750000	late	LUAD
chr3	82750000	82800000	late	LUAD
chr3	82800000	82850000	late	LUAD
chr3	82850000	82900000	late	LUAD
chr3	82900000	82950000	late	LUAD
chr3	82950000	8.3e+07	late	LUAD
chr3	8.3e+07	83050000	late	LUAD
chr3	83050000	83100000	late	LUAD
chr3	83100000	83150000	late	LUAD
chr3	83150000	83200000	late	LUAD
chr3	83200000	83250000	late	LUAD
chr3	83250000	83300000	late	LUAD
chr3	83300000	83350000	late	LUAD
chr3	83350000	83400000	late	LUAD
chr3	83400000	83450000	late	LUAD
chr3	83450000	83500000	late	LUAD
chr3	83500000	83550000	late	LUAD
chr3	83550000	83600000	late	LUAD
chr3	83600000	83650000	late	LUAD
chr3	83650000	83700000	late	LUAD
chr3	83700000	83750000	late	LUAD
chr3	83750000	83800000	late	LUAD
chr3	83800000	83850000	late	LUAD
chr3	83850000	83900000	late	LUAD
chr3	83900000	83950000	late	LUAD
chr3	83950000	8.4e+07	late	LUAD
chr3	8.4e+07	84050000	late	LUAD
chr3	84050000	84100000	late	LUAD
chr3	84100000	84150000	late	LUAD
chr3	84150000	84200000	late	LUAD
chr3	84200000	84250000	late	LUAD
chr3	84250000	84300000	late	LUAD
chr3	84300000	84350000	late	LUAD
chr3	84350000	84400000	late	LUAD
chr3	84400000	84450000	late	LUAD
chr3	84450000	84500000	late	LUAD
chr3	84500000	84550000	late	LUAD
chr3	84550000	84600000	late	LUAD
chr3	84600000	84650000	late	LUAD
chr3	84650000	84700000	late	LUAD
chr3	84700000	84750000	late	LUAD
chr3	84750000	84800000	late	LUAD
chr3	84800000	84850000	late	LUAD
chr3	84850000	84900000	late	LUAD
chr3	84900000	84950000	late	LUAD
chr3	84950000	8.5e+07	late	LUAD
chr3	8.5e+07	85050000	late	LUAD
chr3	85050000	85100000	late	LUAD
chr3	85100000	85150000	late	LUAD
chr3	85150000	85200000	late	LUAD
chr3	85200000	85250000	late	LUAD
chr3	85250000	85300000	late	LUAD
chr3	85300000	85350000	late	LUAD
chr3	85350000	85400000	late	LUAD
chr3	85400000	85450000	late	LUAD
