gene_name	chr	start	stop	timing	cancerType
TUBA1A	chr12	49578578	49583107	early	BRCA
TUBA1C	chr12	49621709	49667113	early	BRCA
PRPH	chr12	49688909	49692481	early	BRCA
TROAP	chr12	49716971	49725514	early	BRCA
C1QL4	chr12	49726200	49730971	early	BRCA
DNAJC22	chr12	49741041	49745685	early	BRCA
SPATS2	chr12	49760688	49921207	early	BRCA
LOC100335030	chr12	49782957	49786116	early	BRCA
KCNH3	chr12	49932940	49952077	early	BRCA
MCRS1	chr12	49952086	49961911	early	BRCA
FAM186B	chr12	49976658	49999433	early	BRCA
PRPF40B	chr12	50017197	50038452	early	BRCA
FMNL3	chr12	50031724	50101197	early	BRCA
TMBIM6	chr12	50135293	50158717	early	BRCA
NCKAP5L	chr12	50184929	50222208	early	BRCA
BCDIN3D-AS1	chr12	50222326	50234937	early	BRCA
BCDIN3D	chr12	50229826	50236912	early	BRCA
FAIM2	chr12	50260679	50297760	early	BRCA
LINC02396	chr12	50302666	50305646	early	BRCA
AQP2	chr12	50344524	50352664	early	BRCA
AQP5	chr12	50355279	50359465	early	BRCA
AQP6	chr12	50360977	50370922	early	BRCA
RACGAP1	chr12	50382945	50419307	early	BRCA
ASIC1	chr12	50451420	50477405	early	BRCA
SMARCD1	chr12	50478983	50494494	early	BRCA
GPD1	chr12	50497602	50505103	early	BRCA
COX14	chr12	50505764	50514240	early	BRCA
CERS5	chr12	50523581	50561097	early	BRCA
LIMA1	chr12	50569563	50677353	early	BRCA
FAM186A	chr12	50720013	50790405	early	BRCA
LARP4	chr12	50794592	50873788	early	BRCA
DIP2B	chr12	50898768	51142450	early	BRCA
ATF1	chr12	51157789	51214943	early	BRCA
TMPRSS12	chr12	51236701	51281663	early	BRCA
METTL7A	chr12	51318534	51326300	early	BRCA
HIGD1C	chr12	51347782	51364289	early	BRCA
SLC11A2	chr12	51373566	51422058	early	BRCA
LETMD1	chr12	51442082	51454207	early	BRCA
CSRNP2	chr12	51454988	51477454	early	BRCA
TFCP2	chr12	51487539	51566926	early	BRCA
POU6F1	chr12	51580719	51611477	early	BRCA
DAZAP2	chr12	51632508	51640501	early	BRCA
SMAGP	chr12	51639133	51664202	early	BRCA
BIN2	chr12	51674822	51718452	early	BRCA
CELA1	chr12	51722227	51740463	early	BRCA
GALNT6	chr12	51745833	51785401	early	BRCA
SLC4A8	chr12	51785101	51909547	early	BRCA
SCN8A	chr12	51985020	52206648	early	BRCA
FIGNL2	chr12	52211676	52225701	early	BRCA
ANKRD33	chr12	52281793	52285505	early	BRCA
ACVRL1	chr12	52300692	52317145	early	BRCA
ACVR1B	chr12	52345451	52390863	early	BRCA
GRASP	chr12	52400729	52409673	early	BRCA
NR4A1	chr12	52416616	52453291	early	BRCA
ATG101	chr12	52463758	52471279	early	BRCA
KRT80	chr12	52562780	52585784	early	BRCA
C12orf80	chr12	52599365	52604639	early	BRCA
LINC00592	chr12	52604714	52617597	early	BRCA
KRT7	chr12	52626954	52642709	early	BRCA
KRT86	chr12	52643084	52702947	early	BRCA
KRT81	chr12	52679697	52702155	early	BRCA
KRT83	chr12	52708085	52715182	early	BRCA
KRT85	chr12	52753790	52761309	early	BRCA
KRT84	chr12	52771596	52779417	early	BRCA
KRT82	chr12	52787735	52800176	early	BRCA
KRT75	chr12	52817854	52828110	early	BRCA
KRT6B	chr12	52840435	52845910	early	BRCA
KRT6C	chr12	52862300	52867569	early	BRCA
KRT6A	chr12	52880958	52887181	early	BRCA
KRT5	chr12	52908359	52914243	early	BRCA
KRT71	chr12	52937693	52946931	early	BRCA
KRT74	chr12	52959603	52967609	early	BRCA
KRT72	chr12	52979373	52995322	early	BRCA
KRT73	chr12	53001354	53012343	early	BRCA
KRT2	chr12	53038342	53045959	early	BRCA
KRT1	chr12	53068520	53074191	early	BRCA
KRT77	chr12	53083411	53097247	early	BRCA
KRT76	chr12	53161939	53171129	early	BRCA
KRT3	chr12	53183469	53189892	early	BRCA
KRT4	chr12	53200327	53207900	early	BRCA
KRT79	chr12	53215231	53228077	early	BRCA
KRT78	chr12	53232746	53242778	early	BRCA
KRT8	chr12	53290971	53343650	early	BRCA
KRT18	chr12	53342655	53346685	early	BRCA
EIF4B	chr12	53400062	53435993	early	BRCA
LOC283335	chr12	53436973	53448222	early	BRCA
TNS2	chr12	53440810	53458162	early	BRCA
SPRYD3	chr12	53458100	53473204	early	BRCA
IGFBP6	chr12	53491436	53496128	early	BRCA
SOAT2	chr12	53497274	53518323	early	BRCA
CSAD	chr12	53551447	53575135	early	BRCA
ZNF740	chr12	53574535	53584654	early	BRCA
ITGB7	chr12	53585107	53601000	early	BRCA
RARG	chr12	53604350	53626040	early	BRCA
MFSD5	chr12	53645370	53648190	early	BRCA
ESPL1	chr12	53662083	53687427	early	BRCA
PFDN5	chr12	53689235	53693234	early	BRCA
C12orf10	chr12	53693470	53700965	early	BRCA
AAAS	chr12	53701240	53715412	early	BRCA
SP7	chr12	53720360	53730004	early	BRCA
SP1	chr12	53773979	53810226	early	BRCA
AMHR2	chr12	53817639	53825318	early	BRCA
PCBP2	chr12	53835433	53874946	early	BRCA
PRR13	chr12	53835433	53840427	early	BRCA
MAP3K12	chr12	53874276	53893444	early	BRCA
TARBP2	chr12	53894705	53900215	early	BRCA
NPFF	chr12	53900474	53901422	early	BRCA
ATF7	chr12	53901640	54020199	early	BRCA
LOC100652999	chr12	53907768	53911392	early	BRCA
ATP5MC2	chr12	54058944	54070512	early	BRCA
CALCOCO1	chr12	54104902	54121307	early	BRCA
HOXC13-AS	chr12	54329112	54333427	early	BRCA
HOXC13	chr12	54332576	54340328	early	BRCA
HOXC12	chr12	54348714	54350350	early	BRCA
HOTAIR	chr12	54356092	54368740	early	BRCA
HOXC11	chr12	54366910	54370203	early	BRCA
HOXC10	chr12	54378946	54384062	early	BRCA
HOXC9	chr12	54393877	54397120	early	BRCA
HOXC8	chr12	54402890	54406545	early	BRCA
HOXC4	chr12	54410642	54449814	early	BRCA
HOXC5	chr12	54410642	54429144	early	BRCA
HOXC6	chr12	54410642	54424607	early	BRCA
FLJ12825	chr12	54452038	54516018	early	BRCA
LOC100240735	chr12	54472623	54475607	early	BRCA
LOC100240734	chr12	54495993	54496483	early	BRCA
LINC02381	chr12	54519855	54526626	early	BRCA
SMUG1	chr12	54574142	54582778	early	BRCA
CBX5	chr12	54624731	54673915	early	BRCA
HNRNPA1	chr12	54674488	54680872	early	BRCA
NFE2	chr12	54685891	54694821	early	BRCA
COPZ1	chr12	54718874	54745635	early	BRCA
GPR84	chr12	54756229	54758270	early	BRCA
ZNF385A	chr12	54762920	54785083	early	BRCA
ITGA5	chr12	54789045	54813050	early	BRCA
GTSF1	chr12	54849736	54867386	early	BRCA
NCKAP1L	chr12	54891495	54936899	early	BRCA
PDE1B	chr12	54943177	54973023	early	BRCA
PPP1R1A	chr12	54973024	54982443	early	BRCA
GLYCAM1	chr12	55001971	55004246	early	BRCA
LACRT	chr12	55024623	55028663	early	BRCA
DCD	chr12	55038375	55042149	early	BRCA
MUCL1	chr12	55248299	55252174	later	BRCA
TESPA1	chr12	55342087	55378530	later	BRCA
NEUROD4	chr12	55413729	55423801	later	BRCA
OR9K2	chr12	55523553	55524560	later	BRCA
OR10A7	chr12	55614809	55615759	later	BRCA
OR6C74	chr12	55641072	55642010	later	BRCA
OR6C6	chr12	55688072	55689016	later	BRCA
OR6C1	chr12	55714384	55715322	later	BRCA
OR6C3	chr12	55725485	55726420	later	BRCA
OR6C75	chr12	55758895	55759833	later	BRCA
OR10P1	chr12	56030676	56031617	early	BRCA
METTL7B	chr12	56075330	56078394	early	BRCA
ITGA7	chr12	56078354	56106089	early	BRCA
BLOC1S1-RDH5	chr12	56109818	56118526	early	BRCA
BLOC1S1	chr12	56109818	56113871	early	BRCA
RDH5	chr12	56114151	56118526	early	BRCA
CD63	chr12	56119227	56123457	early	BRCA
GDF11	chr12	56137064	56146665	early	BRCA
SARNP	chr12	56146247	56211540	early	BRCA
DNAJC14	chr12	56151054	56224342	early	BRCA
ORMDL2	chr12	56211806	56214959	early	BRCA
MMP19	chr12	56229214	56236767	early	BRCA
PYM1	chr12	56295197	56321697	early	BRCA
DGKA	chr12	56324946	56347807	early	BRCA
PMEL	chr12	56347889	56360496	early	BRCA
CDK2	chr12	56360556	56366568	early	BRCA
RAB5B	chr12	56367697	56390467	early	BRCA
SUOX	chr12	56391043	56399309	early	BRCA
IKZF4	chr12	56411922	56432219	early	BRCA
RPS26	chr12	56435686	56438007	early	BRCA
ERBB3	chr12	56473809	56497291	early	BRCA
PA2G4	chr12	56498103	56507694	early	BRCA
RPL41	chr12	56510374	56511616	early	BRCA
ZC3H10	chr12	56512030	56516278	early	BRCA
ESYT1	chr12	56521986	56538460	early	BRCA
MYL6B	chr12	56546204	56551771	early	BRCA
MYL6	chr12	56552045	56555366	early	BRCA
SMARCC2	chr12	56555636	56583351	early	BRCA
RNF41	chr12	56596288	56615753	early	BRCA
NABP2	chr12	56618125	56623638	early	BRCA
SLC39A5	chr12	56623820	56631629	early	BRCA
ANKRD52	chr12	56631591	56652143	early	BRCA
COQ10A	chr12	56660642	56664750	early	BRCA
CS	chr12	56665483	56694175	early	BRCA
CNPY2	chr12	56704213	56710128	early	BRCA
PAN2	chr12	56710007	56727837	early	BRCA
STAT2	chr12	56735382	56754037	early	BRCA
APOF	chr12	56754355	56756583	early	BRCA
TIMELESS	chr12	56810157	56843200	early	BRCA
MIP	chr12	56843286	56862950	early	BRCA
SPRYD4	chr12	56862301	56864767	early	BRCA
GLS2	chr12	56864736	56882181	early	BRCA
RBMS2	chr12	56915609	56989980	early	BRCA
BAZ2A	chr12	56989380	57030163	early	BRCA
ATP5F1B	chr12	57031959	57039852	early	BRCA
PTGES3	chr12	57057125	57082078	early	BRCA
NACA	chr12	57106211	57119326	early	BRCA
PRIM1	chr12	57125364	57146146	early	BRCA
HSD17B6	chr12	57157108	57181574	early	BRCA
SDR9C7	chr12	57316938	57328189	early	BRCA
RDH16	chr12	57345216	57351418	early	BRCA
GPR182	chr12	57388355	57390469	early	BRCA
ZBTB39	chr12	57392617	57400297	early	BRCA
TAC3	chr12	57403781	57410344	early	BRCA
MYO1A	chr12	57422301	57444549	early	BRCA
NEMP1	chr12	57449426	57472574	early	BRCA
NAB2	chr12	57482677	57489259	early	BRCA
STAT6	chr12	57489187	57522883	early	BRCA
LRP1	chr12	57522282	57607125	early	BRCA
NXPH4	chr12	57610578	57620232	early	BRCA
SHMT2	chr12	57623356	57628718	early	BRCA
NDUFA4L2	chr12	57628686	57634475	early	BRCA
STAC3	chr12	57637242	57644976	early	BRCA
R3HDM2	chr12	57643354	57824788	early	BRCA
INHBC	chr12	57828543	57844609	early	BRCA
INHBE	chr12	57849096	57851791	early	BRCA
GLI1	chr12	57853918	57866047	early	BRCA
ARHGAP9	chr12	57866038	57882597	early	BRCA
MARS1	chr12	57881077	57911334	early	BRCA
DDIT3	chr12	57910371	57914300	early	BRCA
MBD6	chr12	57916659	57923931	early	BRCA
DCTN2	chr12	57923833	57941114	early	BRCA
KIF5A	chr12	57943847	57978554	early	BRCA
PIP4K2C	chr12	57984942	57997211	early	BRCA
DTX3	chr12	57998604	58003583	early	BRCA
ARHGEF25	chr12	58003963	58011028	early	BRCA
SLC26A10	chr12	58013693	58019934	early	BRCA
B4GALNT1	chr12	58019678	58027022	early	BRCA
OS9	chr12	58087738	58115340	early	BRCA
AGAP2	chr12	58118076	58135944	early	BRCA
AGAP2-AS1	chr12	58120023	58122139	early	BRCA
TSPAN31	chr12	58138784	58142026	early	BRCA
CDK4	chr12	58141510	58146230	early	BRCA
MARCHF9	chr12	58148881	58154193	early	BRCA
CYP27B1	chr12	58156117	58160976	early	BRCA
METTL1	chr12	58162351	58165914	early	BRCA
EEF1AKMT3	chr12	58166383	58176324	early	BRCA
TSFM	chr12	58176528	58196639	early	BRCA
AVIL	chr12	58191160	58209852	early	BRCA
CTDSP2	chr12	58213710	58240747	early	BRCA
MIR26A2	chr12	58218392	58218475	early	BRCA
GIHCG	chr12	58325232	58329947	early	BRCA
ATP23	chr12	58335445	58351052	early	BRCA
LRIG3	chr12	59265937	59314319	late	BRCA
SLC16A7	chr12	59989821	60183635	late	BRCA
TAFA2	chr12	62102029	62653925	late	BRCA
USP15	chr12	62654121	62803501	late	BRCA
MON2	chr12	62860597	62991363	late	BRCA
LINC01465	chr12	62995531	62997214	early	BRCA
MIRLET7I	chr12	62997466	62997549	early	BRCA
AVPR1A	chr12	63536539	63546590	late	BRCA
DPY19L2	chr12	63952693	64062354	later	BRCA
RXYLT1	chr12	64173583	64203338	later	BRCA
SRGAP1	chr12	64238541	64541613	later	BRCA
C12orf66	chr12	64586419	64616076	later	BRCA
C12orf56	chr12	64660763	64784345	early	BRCA
XPOT	chr12	64798153	64842463	early	BRCA
TBK1	chr12	64845840	64895899	early	BRCA
RASSF3	chr12	65004293	65091347	early	BRCA
GNS	chr12	65107222	65153226	early	BRCA
TBC1D30	chr12	65179791	65274798	early	BRCA
LINC02389	chr12	65277554	65371302	early	BRCA
WIF1	chr12	65444404	65515346	later	BRCA
LEMD3	chr12	65563351	65642141	later	BRCA
MSRB3	chr12	65672423	65860687	later	BRCA
RPSAP52	chr12	66151800	66220754	later	BRCA
HMGA2	chr12	66217437	66360071	later	BRCA
LLPH	chr12	66516849	66563807	later	BRCA
TMBIM4	chr12	66530717	66563807	later	BRCA
IRAK3	chr12	66582978	66648394	later	BRCA
HELB	chr12	66696335	66737423	later	BRCA
IL26	chr12	68595129	68619571	early	BRCA
RAP1B	chr12	69004619	69054385	early	BRCA
LOC100130075	chr12	69198217	69199274	early	BRCA
MDM2	chr12	69201971	69239320	early	BRCA
CPM	chr12	69244956	69357020	early	BRCA
YEATS4	chr12	69753532	69784576	early	BRCA
FRS2	chr12	69864129	69973562	early	BRCA
CCT2	chr12	69979208	69995357	early	BRCA
LRRC10	chr12	70002345	70004942	early	BRCA
RAB3IP	chr12	70132631	70216984	late	BRCA
CNOT2	chr12	70636774	70748773	late	BRCA
KCNMB4	chr12	70760062	70828072	late	BRCA
PTPRB	chr12	70910632	71031220	late	BRCA
PTPRR	chr12	71031853	71314584	late	BRCA
TSPAN8	chr12	71518877	71835678	late	BRCA
LGR5	chr12	71833550	71980088	late	BRCA
ZFC3H1	chr12	72003379	72057749	late	BRCA
THAP2	chr12	72057677	72074428	late	BRCA
TMEM19	chr12	72079878	72097839	late	BRCA
RAB21	chr12	72148658	72181150	late	BRCA
TBC1D15	chr12	72233487	72320629	late	BRCA
MRS2P2	chr12	72242074	72244763	late	BRCA
TPH2	chr12	72332626	72426221	late	BRCA
TRHDE-AS1	chr12	72656327	72667289	late	BRCA
TRHDE	chr12	72666529	73059422	late	BRCA
LOC100507377	chr12	74526956	74686411	late	BRCA
ATXN7L3B	chr12	74931551	74935232	late	BRCA
CAPS2	chr12	75669759	75784702	later	BRCA
GLIPR1L1	chr12	75728463	75764169	later	BRCA
GLIPR1L2	chr12	75784850	75826177	later	BRCA
GLIPR1	chr12	75874513	75895716	later	BRCA
KRR1	chr12	75891419	75905418	later	BRCA
NAP1L1	chr12	76438672	76478738	later	BRCA
BBS10	chr12	76738266	76742222	later	BRCA
OSBPL8	chr12	76745578	76953589	later	BRCA
ZDHHC17	chr12	77157854	77247474	later	BRCA
CSRP2	chr12	77252496	77272799	later	BRCA
E2F7	chr12	77415026	77459360	later	BRCA
NAV3	chr12	78225069	78606790	late	BRCA
SYT1	chr12	79257773	79845788	late	BRCA
MIR1252	chr12	79813037	79813101	early	BRCA
PAWR	chr12	79985745	80084790	early	BRCA
PPP1R12A	chr12	80167343	80329235	early	BRCA
OTOGL	chr12	80603233	80772870	late	BRCA
PTPRQ	chr12	80838126	81073968	late	BRCA
MYF6	chr12	81101408	81103256	late	BRCA
MYF5	chr12	81110708	81113447	late	BRCA
LIN7A	chr12	81191171	81331694	late	BRCA
MIR618	chr12	81329515	81329612	late	BRCA
ACSS3	chr12	81471809	81649582	late	BRCA
PPFIA2	chr12	81652045	82153109	late	BRCA
CCDC59	chr12	82746083	82752584	late	BRCA
SLC6A15	chr12	85253267	85306608	late	BRCA
TSPAN19	chr12	85408094	85430055	late	BRCA
LRRIQ1	chr12	85430099	85638883	late	BRCA
ALX1	chr12	85674036	85695561	late	BRCA
RASSF9	chr12	86198331	86230318	late	BRCA
NTS	chr12	86268073	86276770	late	BRCA
MGAT4C	chr12	86373037	87232681	late	BRCA
C12orf50	chr12	88373816	88423176	late	BRCA
C12orf29	chr12	88429268	88443937	late	BRCA
CEP290	chr12	88442790	88535993	late	BRCA
KITLG	chr12	88886570	88974250	earlier	BRCA
DUSP6	chr12	89741837	89746296	early	BRCA
LINC00615	chr12	91311800	91342446	late	BRCA
CCER1	chr12	91345992	91348953	late	BRCA
EPYC	chr12	91357456	91398803	late	BRCA
KERA	chr12	91444271	91452131	late	BRCA
LUM	chr12	91497232	91505542	late	BRCA
DCN	chr12	91539035	91576806	late	BRCA
LINC01619	chr12	92378752	92536447	late	BRCA
BTG1	chr12	92534054	92539673	late	BRCA
C12orf74	chr12	93096619	93102325	earlier	BRCA
PLEKHG7	chr12	93130265	93165868	earlier	BRCA
MRPL42	chr12	93861266	93897548	early	BRCA
SOCS2-AS1	chr12	93936239	93965544	early	BRCA
SOCS2	chr12	93963598	93970521	early	BRCA
FGD6	chr12	95470525	95611240	early	BRCA
VEZT	chr12	95611522	95696566	early	BRCA
METAP2	chr12	95867822	95909613	early	BRCA
USP44	chr12	95910888	95945263	early	BRCA
PGAM1P5	chr12	96043031	96067770	early	BRCA
NTN4	chr12	96051583	96184930	early	BRCA
SNRPF	chr12	96252709	96260238	early	BRCA
CCDC38	chr12	96260826	96336428	early	BRCA
AMDHD1	chr12	96337071	96362370	early	BRCA
HAL	chr12	96366440	96390143	early	BRCA
LTA4H	chr12	96394531	96437298	early	BRCA
ELK3	chr12	96588207	96661606	early	BRCA
NEDD1	chr12	97301001	97347469	later	BRCA
LOC643711	chr12	98107190	98150295	late	BRCA
MIR4303	chr12	98389161	98389226	late	BRCA
SLC9A7P1	chr12	98847619	98850923	earlier	BRCA
LINC02453	chr12	98879322	98897633	earlier	BRCA
TMPO-AS1	chr12	98906751	98910004	earlier	BRCA
TMPO	chr12	98909351	98944157	earlier	BRCA
SLC25A3	chr12	98987403	98995778	earlier	BRCA
SNORA53	chr12	98993413	98993662	earlier	BRCA
IKBIP	chr12	99007182	99038829	earlier	BRCA
ANKS1B	chr12	99128569	100378432	late	BRCA
UHRF1BP1L	chr12	100430863	100536642	earlier	BRCA
SCYL2	chr12	100660955	100733914	earlier	BRCA
SLC17A8	chr12	100750857	100815837	earlier	BRCA
GAS2L3	chr12	100967489	101018685	late	BRCA
ANO4	chr12	101111304	101522419	late	BRCA
UTP20	chr12	101673905	101780397	earlier	BRCA
ARL1	chr12	101786903	101801572	earlier	BRCA
SPIC	chr12	101869199	101880775	earlier	BRCA
MYBPC1	chr12	101988709	102079658	earlier	BRCA
CHPT1	chr12	102091417	102123424	earlier	BRCA
SYCP3	chr12	102122426	102133250	earlier	BRCA
GNPTAB	chr12	102139275	102224645	earlier	BRCA
DRAM1	chr12	102271105	102317401	earlier	BRCA
WASHC3	chr12	102406717	102455899	earlier	BRCA
PMCH	chr12	102590237	102591614	late	BRCA
IGF1	chr12	102789645	102874378	late	BRCA
LINC00485	chr12	103203061	103218177	late	BRCA
PAH	chr12	103232104	103311381	late	BRCA
STAB2	chr12	103981069	104160502	later	BRCA
NT5DC3	chr12	104166081	104234975	early	BRCA
TTC41P	chr12	104237527	104323989	early	BRCA
HSP90B1	chr12	104324112	104341708	early	BRCA
MIR3652	chr12	104324203	104324333	early	BRCA
C12orf73	chr12	104343981	104359473	early	BRCA
TDG	chr12	104359593	104382656	early	BRCA
GLT8D2	chr12	104382765	104457961	early	BRCA
HCFC2	chr12	104458236	104500304	early	BRCA
NFYB	chr12	104510858	104532040	early	BRCA
TXNRD1	chr12	104606488	104744085	early	BRCA
EID3	chr12	104697510	104698982	early	BRCA
CHST11	chr12	104850692	105155792	early	BRCA
MIR3922	chr12	104985411	104985494	early	BRCA
SLC41A2	chr12	105197275	105322472	early	BRCA
C12orf45	chr12	105380098	105388505	early	BRCA
ALDH1L2	chr12	105413562	105478341	early	BRCA
WASHC4	chr12	105501492	105562906	early	BRCA
APPL2	chr12	105567075	105630008	early	BRCA
NUAK1	chr12	106457125	106533811	late	BRCA
CKAP4	chr12	106631659	106641713	late	BRCA
TCP11L2	chr12	106696581	106740792	late	BRCA
POLR3B	chr12	106751436	106903976	late	BRCA
LOC100287944	chr12	106890188	107168609	late	BRCA
RFX4	chr12	106976685	107156582	late	BRCA
LOC100505978	chr12	107074536	107078478	late	BRCA
RIC8B	chr12	107168399	107283094	late	BRCA
TMEM263	chr12	107349544	107367813	late	BRCA
MTERF2	chr12	107371069	107380944	late	BRCA
CRY1	chr12	107385143	107487635	late	BRCA
BTBD11	chr12	107712197	108053419	late	BRCA
PWP1	chr12	108079590	108106257	late	BRCA
PRDM4	chr12	108126643	108155021	late	BRCA
ASCL4	chr12	108168162	108170421	late	BRCA
WSCD2	chr12	108523511	108644313	later	BRCA
CMKLR1	chr12	108681821	108733094	later	BRCA
FICD	chr12	108909051	108913380	later	BRCA
SART3	chr12	108915991	108955165	later	BRCA
MMAB	chr12	109991521	110011358	early	BRCA
MVK	chr12	110011500	110035071	early	BRCA
FAM222A	chr12	110152187	110208312	early	BRCA
FAM222A-AS1	chr12	110172014	110211292	early	BRCA
TRPV4	chr12	110220892	110271212	early	BRCA
GLTP	chr12	110288748	110318293	early	BRCA
TCHP	chr12	110338079	110391074	early	BRCA
GIT2	chr12	110367607	110434194	early	BRCA
ANKRD13A	chr12	110436991	110477235	early	BRCA
C12orf76	chr12	110478983	110511439	early	BRCA
IFT81	chr12	110562140	110656600	early	BRCA
ATP2A2	chr12	110719032	110788897	early	BRCA
ANAPC7	chr12	110810705	110841535	early	BRCA
ARPC3	chr12	110872706	110888158	early	BRCA
GPN3	chr12	110890291	110906526	early	BRCA
FAM216A	chr12	110906229	110928192	early	BRCA
VPS29	chr12	110929330	110939916	early	BRCA
RAD9B	chr12	110940005	110969891	early	BRCA
PPTC7	chr12	110972237	111021064	early	BRCA
TCTN1	chr12	111051832	111086935	early	BRCA
HVCN1	chr12	111065646	111127617	early	BRCA
PPP1CC	chr12	111157613	111180783	early	BRCA
PHETA1	chr12	111798455	111806925	early	BRCA
SH2B3	chr12	111843752	111889427	early	BRCA
ATXN2	chr12	111890018	112037480	early	BRCA
BRAP	chr12	112079950	112123790	early	BRCA
ACAD10	chr12	112123857	112194911	early	BRCA
ALDH2	chr12	112204691	112247789	early	BRCA
MAPKAPK5-AS1	chr12	112277573	112280706	early	BRCA
MAPKAPK5	chr12	112280032	112331228	early	BRCA
ADAM1A	chr12	112336867	112339706	early	BRCA
TMEM116	chr12	112369087	112451023	early	BRCA
ERP29	chr12	112451152	112461024	early	BRCA
NAA25	chr12	112464493	112546635	early	BRCA
TRAFD1	chr12	112563349	112591408	early	BRCA
HECTD4	chr12	112597992	112819896	early	BRCA
RPL6	chr12	112842994	112847443	early	BRCA
PTPN11	chr12	112856536	112947717	early	BRCA
RPH3A	chr12	113012901	113336684	early	BRCA
OAS1	chr12	113344739	113369990	early	BRCA
OAS3	chr12	113376249	113411054	early	BRCA
OAS2	chr12	113416274	113449528	early	BRCA
DTX1	chr12	113495662	113535833	early	BRCA
RASAL1	chr12	113536624	113574044	early	BRCA
CFAP73	chr12	113587663	113597081	early	BRCA
DDX54	chr12	113594978	113623284	early	BRCA
RITA1	chr12	113623555	113630119	early	BRCA
IQCD	chr12	113633246	113658880	early	BRCA
TPCN1	chr12	113659260	113736389	early	BRCA
SLC8B1	chr12	113736571	113772925	early	BRCA
PLBD2	chr12	113796371	113827458	early	BRCA
SDS	chr12	113830251	113841692	early	BRCA
SDSL	chr12	113860216	113876081	early	BRCA
LHX5	chr12	113900694	113909877	early	BRCA
RBM19	chr12	114254543	114404176	late	BRCA
TBX5	chr12	114791735	114846247	late	BRCA
C12orf49	chr12	117153596	117175843	earlier	BRCA
RNFT2	chr12	117176096	117291436	earlier	BRCA
HRK	chr12	117298225	117319232	earlier	BRCA
FBXW8	chr12	117348761	117468953	earlier	BRCA
TESC	chr12	117476728	117537251	earlier	BRCA
FBXO21	chr12	117581585	117628300	earlier	BRCA
NOS1	chr12	117645947	117799607	earlier	BRCA
RFC5	chr12	118454506	118470042	earlier	BRCA
WSB2	chr12	118470492	118498951	earlier	BRCA
TAOK3	chr12	118587606	118810750	late	BRCA
SUDS3	chr12	118814358	118855840	late	BRCA
SRRM4	chr12	119419300	119600856	late	BRCA
HSPB8	chr12	119616595	119632551	late	BRCA
LINC00934	chr12	119721630	119741185	late	BRCA
CCDC60	chr12	119772517	119978852	later	BRCA
TMEM233	chr12	120031264	120079363	early	BRCA
PRKAB1	chr12	120105757	120119429	early	BRCA
CIT	chr12	120123595	120315095	early	BRCA
MIR1178	chr12	120151439	120151529	early	BRCA
BICDL1	chr12	120427648	120532299	early	BRCA
RAB35	chr12	120532899	120554643	early	BRCA
GCN1	chr12	120565014	120632513	early	BRCA
RPLP0	chr12	120634503	120639014	early	BRCA
PXN-AS1	chr12	120639094	120650631	early	BRCA
PXN	chr12	120648242	120703574	early	BRCA
SIRT4	chr12	120740124	120751045	early	BRCA
PLA2G1B	chr12	120759914	120765592	early	BRCA
MSI1	chr12	120779133	120806983	early	BRCA
COX6A1	chr12	120875893	120878545	early	BRCA
TRIAP1	chr12	120881764	120884215	early	BRCA
GATC	chr12	120884241	120901556	early	BRCA
SRSF9	chr12	120899471	120907558	early	BRCA
DYNLL1	chr12	120907660	120936298	early	BRCA
NRAV	chr12	120928141	120933749	early	BRCA
COQ5	chr12	120941082	120966964	early	BRCA
RNF10	chr12	120972132	121015397	early	BRCA
POP5	chr12	121016848	121019201	early	BRCA
CABP1	chr12	121078422	121105127	early	BRCA
MLEC	chr12	121124949	121139667	early	BRCA
UNC119B	chr12	121148238	121161443	early	BRCA
ACADS	chr12	121163571	121177811	early	BRCA
SPPL3	chr12	121200313	121342155	early	BRCA
HNF1A-AS1	chr12	121407641	121410095	early	BRCA
HNF1A	chr12	121416454	121440314	early	BRCA
C12orf43	chr12	121440848	121454300	early	BRCA
OASL	chr12	121458095	121477045	early	BRCA
P2RX7	chr12	121570622	121624354	early	BRCA
P2RX4	chr12	121647664	121671909	early	BRCA
CAMKK2	chr12	121675495	121736111	early	BRCA
ANAPC5	chr12	121746048	121792012	early	BRCA
RNF34	chr12	121837886	121862155	early	BRCA
KDM2B	chr12	121866900	122018920	early	BRCA
ORAI1	chr12	122064455	122079946	early	BRCA
MORN3	chr12	122089293	122110537	early	BRCA
TMEM120B	chr12	122150658	122219974	early	BRCA
RHOF	chr12	122215660	122231594	early	BRCA
LINC01089	chr12	122233173	122241390	early	BRCA
SETD1B	chr12	122242638	122270562	early	BRCA
HPD	chr12	122277433	122326517	early	BRCA
PSMD9	chr12	122326637	122355771	early	BRCA
WDR66	chr12	122356463	122441832	early	BRCA
BCL7A	chr12	122459861	122499950	early	BRCA
MLXIP	chr12	122516652	122628967	early	BRCA
LRRC43	chr12	122652266	122688018	early	BRCA
IL31	chr12	122656577	122658746	early	BRCA
B3GNT4	chr12	122688228	122692084	early	BRCA
DIABLO	chr12	122692209	122712068	early	BRCA
VPS33A	chr12	122692209	122751068	early	BRCA
CLIP1	chr12	122755981	122907116	early	BRCA
CLIP1-AS1	chr12	122880089	122884491	early	BRCA
ZCCHC8	chr12	122956146	122985543	early	BRCA
RSRC2	chr12	122989190	123011560	early	BRCA
HIP1R	chr12	123319295	123347507	early	BRCA
